z5163778,onelayer,0.9269129672897196,0.9274839743589743
z5163778,onelayer,0.9267669392523364,0.9261818910256411
z5163778,onelayer,0.9269494742990654,0.9286858974358975
z5163778,onelayer,0.9271867698598131,0.9256810897435898
z5163778,twolayer,0.11344553154205607,0.11358173076923077
z5163778,twolayer,0.11328125,0.11608573717948718
z5163778,onelayer,0.9265478971962616,0.9272836538461539
z5163778,twolayer,0.11388361565420561,0.11217948717948718
z5163778,twolayer,0.9558265186915887,0.9565304487179487
z5163778,onelayer,0.9268947137850467,0.9286858974358975
z5163778,twolayer,0.9564106308411215,0.9568309294871795
z5163778,twolayer,0.9604994158878505,0.9574318910256411
